,zpid,price,priceLabel,beds,baths,area,statusType,statusText,isFavorite,isUserClaimingOwner,isUserConfirmedClaim,imgSrc,hasImage,visited,listingType,shouldShowZestimateAsPrice,detailUrl,pgapt,sgapt,has3DModel,hasVideo,isHomeRec,address,info3String,info1String,brokerName,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,availabilityDate,timeOnZillow,latLong_latitude,latLong_longitude,variableData_type,variableData_text,variableData_data_isFresh,hdpData_homeInfo_zpid,hdpData_homeInfo_zipcode,hdpData_homeInfo_city,hdpData_homeInfo_state,hdpData_homeInfo_latitude,hdpData_homeInfo_longitude,hdpData_homeInfo_price,hdpData_homeInfo_datePriceChanged,hdpData_homeInfo_bathrooms,hdpData_homeInfo_bedrooms,hdpData_homeInfo_livingArea,hdpData_homeInfo_homeType,hdpData_homeInfo_homeStatus,hdpData_homeInfo_daysOnZillow,hdpData_homeInfo_isFeatured,hdpData_homeInfo_shouldHighlight,hdpData_homeInfo_zestimate,hdpData_homeInfo_rentZestimate,hdpData_homeInfo_listing_sub_type_is_FSBA,hdpData_homeInfo_priceReduction,hdpData_homeInfo_isUnmappable,hdpData_homeInfo_isPreforeclosureAuction,hdpData_homeInfo_homeStatusForHDP,hdpData_homeInfo_priceForHDP,hdpData_homeInfo_priceChange,hdpData_homeInfo_isNonOwnerOccupied,hdpData_homeInfo_isPremierBuilder,hdpData_homeInfo_isZillowOwned,hdpData_homeInfo_currency,hdpData_homeInfo_country,hdpData_homeInfo_taxAssessedValue,hdpData_homeInfo_lotAreaValue,hdpData_homeInfo_lotAreaUnit,hdpData_homeInfo_listing_sub_type_is_openHouse,hdpData_homeInfo_listing_sub_type_is_comingSoon,hdpData_homeInfo_openHouse,hdpData_homeInfo_open_house_info_open_house_showing,variableData,hdpData_homeInfo_listing_sub_type_is_newHome,hdpData_homeInfo_newConstructionType,hdpData_homeInfo_videoCount,communityName,isPropertyResultCDP,style,isCdpResult,unitCount,hdpData_homeInfo_group_type,hdpData_homeInfo_priceSuffix,hdpData_homeInfo_providerListingID,hdpData_homeInfo_unit,hdpData_homeInfo_listing_sub_type_is_bankOwned,schools_rating,school_district,num_stories,year_built,year_renovated,sq_ft_finished,total_sq_ft,lot_sq_ft,taxable_land_value,taxable_improvement_value,county_name,basement_information_BASEMENT_SQUARE_FEET,basement_information_BASEMENT_FINISH_CODE,basement_information_BASEMENT_TYPE_CODE,bathroom_information_FULL_BATHS,bathroom_information_HALF_BATHS,heating_&_cooling_HEATING_TYPE_CODE,room_information_TOTAL_ROOMS,exterior_information_CONDITION_CODE,exterior_information_STYLE_CODE,exterior_information_CONSTRUCTION_TYPE_CODE,exterior_information_BUILDING_QUALITY_CODE,exterior_information_EXTERIOR_WALL_CODE,exterior_information_ROOF_COVER_CODE,exterior_information_ROOF_TYPE_CODE,exterior_information_BUILDING_CODE,property_information_SUBDIVISION_NAME,property_information_LIVING_SQUARE_FEET,property_information_GROUND_FLOOR_SQUARE_FEET,property_information_BUILDING_SQUARE_FEET,property_information_STORIES_NUMBER,property_information_STORIES_CODE,property_information_LEGAL_DESCRIPTION,parking_&_garage_information_PARKING_TYPE,parking_&_garage_information_GARAGE_PARKING_SQUARE_FEET,parking_&_garage_information_GARAGE_CODE,lot_information_NUMBER_OF_BUILDINGS,lot_information_LAND_SQUARE_FOOTAGE,lot_information_LEGAL_LOT_NUMBER,lot_information_LEGAL_BLOCK_NUMBER,lot_information_MUNICIPALITY_NAME,lot_information_ACRES,lot_information_COUNTY_USE_DESCRIPTION,assessor_information_ASSESSED_YEAR,assessor_information_TAX_AREA,heating_&_cooling_AIR_CONDITIONING_CODE,fireplace_information_FIREPLACE_INDICATOR,property_information_ADJUSTED_GROSS_SQUARE_FEET,parking_&_garage_information_PARKING_SPACES,lot_information_ZONING_CODE,lot_information_STATE_USE_DESCRIPTION,bathroom_information_THREE_QUARTERS_BATHS,fireplace_information_NUMBER_OF_FIREPLACES,location_information_LOCATION_INFLUENCE_CODE,fireplace_information_FIREPLACE_TYPE_CODE,exterior_information_BUILDING_IMPROVEMENT_CODE,pool_information_POOL_CODE,pool_information_POOL_INDICATOR,lot_information_DEPTH_FOOTAGE,lot_information_FRONT_FOOTAGE,bathroom_information_BATH_FIXTURES,heating_&_cooling_FUEL_CODE,property_information_GROSS_SQUARE_FEET,utility_information_UTILITIES_CODE,property_information_SA_LGL_DSCRPTN,property_information_SA_CONSTRUCTION_CODE,property_information_SA_HEATING_COOLING,property_information_SA_FIREPLACE_CODE,property_information_SA_GARAGE_CARPORT,property_information_SA_NBR_UNITS,exterior_information_FOUNDATION_CODE,utility_information_SEWER_CODE,utility_information_WATER_CODE
212,13698974,"$650,000",$650K,4.0,3.0,2267.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/b2e0dfb504d9373e519ec739029a1746-p_e.jpg,True,False,,False,/homedetails/7617-Coors-Ct-Arvada-CO-80005/13698974_zpid/,ForSale,For Sale (Broker),True,False,False,7617 Coors Ct Arvada CO 80005,https://photos.zillowstatic.com/fp/8dd1dd7033ea7ca8cc1a403da3dafc72-zillow_web_inf_14.jpg,MLS ID #6479684,Real Broker LLC,True,False,False,,876213706,39.834106,-105.15395,3D_HOME,3D Tour,,13698974,80005,Arvada,CO,39.834106,-105.15395,650000.0,,3.0,4.0,2267.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,661818.0,2852.0,True,,False,False,FOR_SALE,650000.0,,True,False,False,USD,USA,439847.0,10516.0,sqft,,,,,,,,,,,,,,,,,,,8.3,Jefferson County R-1 School District,,1978.0,1978.0,1667.0,1667.0,10516.0,13117.0,17453.0,Jefferson County,600,,,1,1,Forced Air,,,Split Level,Masonry,Average,,,,Single Family,RALSTON VALLEY FLG #4,"1,667","1,015","2,686",,Split Level,SECTION 31 TOWNSHIP 02 RANGE 69 QTR SE SUBDIVISIONCD 628000 SUBDIVISIONNAME RALSTON VALLEY FLG #4 BLOCK LOT 0205 SIZE: 10516 TRACT VALUE: .241,Attached Garage,419,Attached,1,"10,516",205,,,0.2414,,2022,,,Has Fireplace,"2,267",,,IMPROVED RESID LAND,1,1,,,,,,,,,,,,,,,,,,,,
213,13315321,"$2,775,000",$2.78M,5.0,7.0,4200.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/14e410ff8964dabf7f34c06ab57f80e3-p_e.jpg,True,False,,False,/homedetails/2500-Xavier-St-Denver-CO-80212/13315321_zpid/,ForSale,For Sale (Broker),False,False,False,2500 Xavier St Denver CO 80212,https://photos.zillowstatic.com/fp/8dd1dd7033ea7ca8cc1a403da3dafc72-zillow_web_inf_14.jpg,MLS ID #6588742,LIV Sotheby's International Realty,True,False,False,,882219157,39.754013,-105.049545,,,,13315321,80212,Denver,CO,39.754013,-105.049545,2775000.0,,7.0,5.0,4200.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,2755375.0,10585.0,True,,False,False,FOR_SALE,2775000.0,,True,False,False,USD,USA,1620400.0,5970.0,sqft,,,,,,,,,,,,,,,,,,,4.4,Denver County 1 School District,2.5,2018.0,,4146.0,4146.0,5970.0,33070.0,79550.0,Denver County,"1,073",Finished,Full,,,Warm Air,8,Average,,,Good,Glass,,,,SLOAN LAKE PARK,"4,146","1,428","4,864",2.5,,SLOAN LAKE PARK B4 L11 &amp; 12 EXC REAR 8FT,Attached Garage,664,Attached,1,"5,970",11,4,DENVER,0.1371,SINGLE FAMILY RESIDENT,2022,DENVER,,Has Fireplace,"4,200",,U-SU-C,,,,,,,,,,,,Gas,"4,864",Public,,,,,,,,,
214,13744146,"$745,000",$745K,4.0,3.0,2427.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/eec62ad61288413abce99141e4d0507e-p_e.jpg,True,False,,False,/homedetails/2070-Union-Dr-Lakewood-CO-80215/13744146_zpid/,ForSale,For Sale (Broker),False,False,False,2070 Union Dr Lakewood CO 80215,https://photos.zillowstatic.com/fp/8dd1dd7033ea7ca8cc1a403da3dafc72-zillow_web_inf_14.jpg,MLS ID #6649471,Your Castle Realty LLC,True,False,False,,891622157,39.748432,-105.132,,,,13744146,80215,Lakewood,CO,39.748432,-105.132,745000.0,,3.0,4.0,2427.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,757173.0,2895.0,True,,False,False,FOR_SALE,745000.0,,True,False,False,USD,USA,541195.0,0.2879017447199265,acres,,,,,,,,,,,,,,,,,,,5.3,Jefferson County R-1 School District,1.0,1960.0,1960.0,1868.0,1868.0,12541.0,14808.0,22805.0,Jefferson County,559,,,1,,Forced Air,,,Ranch,Masonry,Good,,,,Single Family,APPLEWOOD VIEW 1ST FLG,"1,868","1,868","2,955",1,1,SECTION 32 TOWNSHIP 03 RANGE 69 QTR NE SUBDIVISIONCD 037000 SUBDIVISIONNAME APPLEWOOD VIEW 1ST FLG BLOCK 005 LOT 0006 SIZE: 12541 TRACT VALUE: .288,Attached Garage,528,Attached,1,"12,541",6,5,,0.2879,,2022,,,Has Fireplace,"2,427",,,IMPROVED RESID LAND,1,1,,,Ranch,,,,,,,,,,,,,,,,,
215,108394074,"$1,495,000",$1.50M,5.0,5.0,6914.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/6a58e3fbd2b46a722b7b581a2efc4951-p_e.jpg,True,False,,False,/homedetails/13198-W-27th-Ln-Golden-CO-80401/108394074_zpid/,ForSale,For Sale (Broker),True,False,False,13198 W 27th Ln Golden CO 80401,https://photos.zillowstatic.com/fp/8dd1dd7033ea7ca8cc1a403da3dafc72-zillow_web_inf_14.jpg,MLS ID #8443501,CENTURY 21 Elevated Real Estate,True,False,False,,902485157,39.756104,-105.14688,3D_HOME,3D Tour,,108394074,80401,Golden,CO,39.756104,-105.14688,1495000.0,,5.0,5.0,6914.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,1486140.0,6574.0,True,,False,False,FOR_SALE,1495000.0,,True,False,False,USD,USA,1108354.0,0.30029843893480257,acres,,,,,,,,,,,,,,,,,,,5.4,Jefferson County R-1 School District,2.0,2014.0,2014.0,4436.0,4436.0,13081.0,13297.0,63734.0,Jefferson County,"2,478",,,1,,Forced Air,,,,Frame/Masonry,Above Average,,,,Single Family,APPLEWOOD TERRACE,"4,436","2,536","7,857",2,2,SECTION 29 TOWNSHIP 03 RANGE 69 QTR SW SUBDIVISIONCD 036700 SUBDIVISIONNAME APPLEWOOD TERRACE BLOCK LOT 0011 SIZE: 13081 TRACT VALUE: .300,Attached Garage,943,Attached,1,"13,081",11,,,0.3003,,2022,,Central and Unit,Has Fireplace,"6,914",,R-1,IMPROVED RESID LAND,3,3,,,,,,,,,,,,,,,,,,,,
216,13687551,"$620,000",$620K,3.0,2.0,2338.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/49c89384734e11db208d98dd5ea96a67-p_e.jpg,True,False,,False,/homedetails/9386-Garrison-Dr-Westminster-CO-80021/13687551_zpid/,ForSale,For Sale (Broker),False,False,False,9386 Garrison Dr Westminster CO 80021,https://photos.zillowstatic.com/fp/8dd1dd7033ea7ca8cc1a403da3dafc72-zillow_web_inf_14.jpg,MLS ID #3672798,Engel & Volkers Denver,True,False,False,,917779157,39.866016,-105.100075,,,,13687551,80021,Westminster,CO,39.866016,-105.100075,620000.0,,2.0,3.0,2338.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,629999.0,2679.0,True,,False,False,FOR_SALE,620000.0,,True,False,False,USD,USA,440792.0,7144.0,sqft,,,,,,,,,,,,,,,,,,,6.3,Jefferson County R-1 School District,,1977.0,1987.0,2338.0,2338.0,7144.0,7897.0,22738.0,Jefferson County,,,,1,,Forced Air,,,Bi-Level,Wood,Fair,,,,Single Family,SUNSTREAM FLG # 1,"2,338","1,474","2,818",,Bi-Level,SECTION 22 TOWNSHIP 02 RANGE 69 QTR NE SUBDIVISIONCD 734200 SUBDIVISIONNAME SUNSTREAM FLG # 1 BLOCK 001 LOT 0022 SIZE: 7144 TRACT VALUE: .164,Attached Garage,480,Attached,1,"7,144",22,1,,0.164,,2022,,,,"2,338",,,IMPROVED RESID LAND,1,,Open Space,,,,,,,,,,,,,,,,,,,
217,334527196,"$660,323",$660K,3.0,3.0,1804.0,FOR_SALE,New construction,False,False,False,https://photos.zillowstatic.com/fp/acf994063e239f180a1bf548709e5101-p_e.jpg,True,False,NEW_CONSTRUCTION,False,/homedetails/11231-W-53rd-Dr-Arvada-CO-80002/334527196_zpid/,ForSale,New Construction,False,False,False,11231 W 53rd Dr Arvada CO 80002,https://photos.zillowstatic.com/fp/8dd1dd7033ea7ca8cc1a403da3dafc72-zillow_web_inf_14.jpg,MLS ID #5905765,Richmond Realty Inc,True,False,False,,968048157,39.79411,-105.12458,OPEN_HOUSE,Open: M: 10:00 AM-6:00 ...,,334527196,80002,Arvada,CO,39.79411,-105.12458,660323.0,,3.0,3.0,1804.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,3200.0,,,False,False,FOR_SALE,660323.0,,True,True,False,USD,USA,56950.0,1950.0,sqft,,,,,,True,BUILDER_SPEC,,Cityscape at Haskins Station,,,,,,,29595293,,,6.8,Jefferson County R-1 School District,,,,,,1950.0,16516.0,,Jefferson County,,,,,,,,,,,,,,,,HASKINS STATION,,,,,,SECTION 16 TOWNSHIP 03 RANGE 69 SUBDIVISIONCD 334595 SUBDIVISIONNAME HASKINS STATION BLOCK 006 LOT 0048 SIZE: 1950 VALUE: .045,,,,,"1,950",48,6,,0.0448,,2022,,,,,,,VACANT LAND,,,,,,,,,,,,,,,,,,,,,,
218,13726596,"$675,000",$675K,4.0,2.0,2428.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/84f2b35ed71658ed1d823f4fa0b609b4-p_e.jpg,True,False,,False,/homedetails/5655-Dudley-St-Arvada-CO-80002/13726596_zpid/,ForSale,For Sale (Broker),False,False,False,5655 Dudley St Arvada CO 80002,https://photos.zillowstatic.com/fp/8dd1dd7033ea7ca8cc1a403da3dafc72-zillow_web_inf_14.jpg,MLS ID #8821752,Your Castle Real Estate Inc,True,False,False,,968108157,39.79963,-105.09472,,,,13726596,80002,Arvada,CO,39.79963,-105.09472,675000.0,,2.0,4.0,2428.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,687272.0,2949.0,True,,False,False,FOR_SALE,675000.0,,True,False,False,USD,USA,443027.0,9424.0,sqft,,,,,,,,,,,,,,,,,,,5.8,Jefferson County R-1 School District,1.0,1954.0,1966.0,1440.0,1440.0,9424.0,11817.0,18973.0,Jefferson County,988,Finished,Partial Finished,1,,Forced Air,,,Ranch,Masonry,Average,,,,Single Family,GLEN ELLEN,"1,440","1,440","2,428",1,1,SECTION 10 TOWNSHIP 03 RANGE 69 SUBDIVISIONCD 281000 SUBDIVISIONNAME GLEN ELLEN BLOCK LOT 0052 SIZE: 9424 TRACT VALUE: .216,Detached Garage,576,Detached,1,"9,424",52,,,0.2163,,2022,,,Has Fireplace,,,,IMPROVED RESID LAND,1,1,,,Ranch,,,,,,,,,,,,,,,,,
219,119082951,"$840,000",$840K,3.0,3.0,2966.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/681d112cbbc033228014b984ed1ef1c4-p_e.jpg,True,False,,False,/homedetails/9382-Noble-Way-Arvada-CO-80007/119082951_zpid/,ForSale,For Sale (Broker),False,False,False,9382 Noble Way Arvada CO 80007,https://photos.zillowstatic.com/fp/8dd1dd7033ea7ca8cc1a403da3dafc72-zillow_web_inf_14.jpg,MLS ID #7841577,LIV Sotheby's International Realty,True,False,False,,993453263,39.86704,-105.178444,OPEN_HOUSE,Open: Sun. 12-2pm,,119082951,80007,Arvada,CO,39.86704,-105.178444,840000.0,,3.0,3.0,2966.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,849664.0,3350.0,True,,False,False,FOR_SALE,840000.0,,True,False,False,USD,USA,475156.0,8799.0,sqft,True,,Sun. 12-2pm,"[{'open_house_start': 1682276400000, 'open_house_end': 1682283600000}]",,,,,,,,,,,,,,,7.2,Jefferson County R-1 School District,2.0,2017.0,2017.0,1974.0,1974.0,8799.0,7642.0,25381.0,Jefferson County,992,,,,,Forced Air,,,,,Good,,,,Single Family,CANDELAS FLG 1,"1,974",992,"3,575",2,2,SECTION 24 TOWNSHIP 02 RANGE 70 QTR NW SUBDIVISIONCD 108050 SUBDIVISIONNAME CANDELAS FLG NO 1 BLOCK 026 LOT 0002 SIZE: 8799 TRACT VALUE: .202,Attached Garage,609,Attached,1,"8,799",2,26,,0.202,,2022,,Central and Unit,Has Fireplace,"2,966",,,IMPROVED RESID LAND,,1,,,,,,,,,,,,,,,,,,,,
220,13717203,"$599,000",$599K,5.0,3.0,2292.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/99c0de1988ab62ea3955aaf247f7651e-p_e.jpg,True,False,,False,/homedetails/6903-Moore-St-Arvada-CO-80004/13717203_zpid/,ForSale,For Sale (Broker),True,False,False,6903 Moore St Arvada CO 80004,https://photos.zillowstatic.com/fp/8dd1dd7033ea7ca8cc1a403da3dafc72-zillow_web_inf_14.jpg,MLS ID #3728800,Reluxe Residential,True,False,False,,997833157,39.821835,-105.11506,3D_HOME,3D Tour,,13717203,80004,Arvada,CO,39.821835,-105.11506,599000.0,,3.0,5.0,2292.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,616323.0,2801.0,True,,False,False,FOR_SALE,599000.0,,True,False,False,USD,USA,412773.0,7418.0,sqft,,,,,,,,,,,,,,,,,,,5.6,Jefferson County R-1 School District,1.0,1961.0,1961.0,1146.0,1146.0,7418.0,12310.0,16378.0,Jefferson County,"1,146",Finished,Finished,1,1,Forced Air,,,Ranch,Masonry,Average,,,,Single Family,ARVADA WEST FLG # 8,"1,146","1,146","2,565",1,1,SECTION 04 TOWNSHIP 03 RANGE 69 QTR NE SUBDIVISIONCD 054400 SUBDIVISIONNAME ARVADA WEST FLG # 8 BLOCK 056 LOT 0002 SIZE: 7418 TRACT VALUE: .170,Attached Garage,273,Attached,1,"7,418",2,56,,0.1703,,2022,,Central and Unit,,"2,292",,,IMPROVED RESID LAND,1,,,,Ranch,,,,,,,,,,,,,,,,,
221,13730516,"$599,900",$600K,2.0,1.0,972.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/79ddad65deece1a7283b4724bade0ae7-p_e.jpg,True,False,,False,/homedetails/5395-Independence-St-Arvada-CO-80002/13730516_zpid/,ForSale,For Sale (Broker),True,False,False,5395 Independence St Arvada CO 80002,https://photos.zillowstatic.com/fp/8dd1dd7033ea7ca8cc1a403da3dafc72-zillow_web_inf_14.jpg,MLS ID #2328966,Brix Real Estate LLC,True,False,False,,1036987157,39.794674,-105.10509,3D_HOME,3D Tour,,13730516,80002,Arvada,CO,39.794674,-105.10509,599900.0,,1.0,2.0,972.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,612469.0,2199.0,True,,False,False,FOR_SALE,599900.0,,True,False,False,USD,USA,311324.0,7429.0,sqft,,,,,,,,,,,,,,,,,,,5.3,Jefferson County R-1 School District,1.0,1955.0,1955.0,972.0,972.0,7429.0,9027.0,12610.0,Jefferson County,,,,1,,Forced Air,,,Ranch,Masonry,Average,,,,Single Family,INDEPENDENCE,972,972,"1,224",1,1,SECTION 15 TOWNSHIP 03 RANGE 69 SUBDIVISIONCD 374200 SUBDIVISIONNAME INDEPENDENCE BLOCK LOT 0072 SIZE: 7429 TRACT VALUE: .171,Attached Garage,252,Attached,1,"7,429",72,,,0.1705,,2022,,,,972,,,IMPROVED RESID LAND,,,,,Ranch,,,,,,,,,,,,,,,,,
222,13714675,"$560,000",$560K,5.0,3.0,2486.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/2446f2ce4cd1433c6d5a3a91c118f31d-p_e.jpg,True,False,,False,/homedetails/7455-W-69th-Pl-Arvada-CO-80003/13714675_zpid/,ForSale,For Sale (Broker),False,False,False,7455 W 69th Pl Arvada CO 80003,https://photos.zillowstatic.com/fp/8dd1dd7033ea7ca8cc1a403da3dafc72-zillow_web_inf_14.jpg,MLS ID #8215517,Khaya Real Estate LLC,True,False,False,,1039283689,39.823925,-105.080376,PRICE_REDUCTION,"$10,000 (Apr 16)",,13714675,80003,Arvada,CO,39.823925,-105.080376,560000.0,1681628400000.0,3.0,5.0,2486.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,578571.0,2500.0,True,"$10,000 (Apr 16)",False,False,FOR_SALE,560000.0,-10000.0,True,False,False,USD,USA,402705.0,10760.0,sqft,,,,,,,,,,,,,,,,,,,4.5,Jefferson County R-1 School District,1.0,1963.0,1963.0,1243.0,1243.0,10760.0,13764.0,14224.0,Jefferson County,"1,243",,,1,,Hot Water,,,Ranch,Masonry,Average,,,,Single Family,DEL RAY,"1,243","1,243","2,927",1,1,SECTION 02 TOWNSHIP 03 RANGE 69 QTR NE SUBDIVISIONCD 202400 SUBDIVISIONNAME DEL RAY BLOCK 003 LOT 0003 SIZE: 2222 TRACT 00B VALUE: .051 SECTION 02 TOWNSHIP 03 RANGE 69 QTR NE SUBDIVISIONCD 202400 SUBDIVISIONNAME DEL RAY BLOCK 003 LOT 0004 SIZE: 8538 TRACT VALUE: .196,Attached Garage,441,Attached,1,"10,760",3,3,,0.247,,2022,,,Has Fireplace,"2,486",,,IMPROVED RESID LAND,1,1,,,Ranch,,,,,,,,,,,,,,,,,
223,121928553,"$840,000",$840K,4.0,4.0,3096.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/298095d18d377570db61c13c7cea6c59-p_e.jpg,True,False,,False,/homedetails/16978-W-87th-Ave-Arvada-CO-80007/121928553_zpid/,ForSale,For Sale (Broker),True,False,False,16978 W 87th Ave Arvada CO 80007,https://photos.zillowstatic.com/fp/8dd1dd7033ea7ca8cc1a403da3dafc72-zillow_web_inf_14.jpg,MLS ID #4852062,RE/MAX Professionals,True,False,False,,1046233157,39.854942,-105.19031,3D_HOME,3D Tour,,121928553,80007,Arvada,CO,39.854942,-105.19031,840000.0,,4.0,4.0,3096.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,852651.0,3434.0,True,,False,False,FOR_SALE,840000.0,,True,False,False,USD,USA,472579.0,6050.0,sqft,,,,,,,,,,,,,,,,,,,7.3,Jefferson County R-1 School District,2.0,2016.0,2016.0,2262.0,2262.0,6050.0,6545.0,26299.0,Jefferson County,834,,,,,Forced Air,,,,,Good,,,,Single Family,LEYDEN ROCK SUB FLG 4,"2,262","1,130","3,671",2,2,SECTION 26 TOWNSHIP 02 RANGE 70 QTR NE SUBDIVISIONCD 469983 SUBDIVISIONNAME LEYDEN ROCK SUB FLG NO 4 BLOCK 007 LOT 0019 SIZE: 6050 TRACT VALUE: .139,Attached Garage,575,Attached,1,"6,050",19,7,,0.1389,,2022,,Central and Unit,,"3,096",,,IMPROVED RESID LAND,,,,,,,,,,,,,,,,,,,,,,
224,119083763,"$815,000",$815K,5.0,4.0,4311.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/804749c82721595de3af554a702d27b9-p_e.jpg,True,False,,False,/homedetails/9455-Joyce-Way-Arvada-CO-80007/119083763_zpid/,ForSale,For Sale (Broker),False,False,False,9455 Joyce Way Arvada CO 80007,https://photos.zillowstatic.com/fp/8dd1dd7033ea7ca8cc1a403da3dafc72-zillow_web_inf_14.jpg,MLS ID #7020392,Colorado Home Realty,True,False,False,,1057931157,39.867306,-105.169334,,,,119083763,80007,Arvada,CO,39.867306,-105.169334,815000.0,,4.0,5.0,4311.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,824819.0,4352.0,True,,False,False,FOR_SALE,815000.0,,True,False,False,USD,USA,524876.0,6534.0,sqft,,,,,,,,,,,,,,,,,,,7.2,Jefferson County R-1 School District,2.0,2015.0,2015.0,2929.0,2929.0,6568.0,6818.0,29661.0,Jefferson County,"1,382",,,1,1,Forced Air,,,,Wood,Average,,,,Single Family,CANDELAS FLG 1 AMD 1,"2,929","1,382","5,090",2,2,SECTION 24 TOWNSHIP 02 RANGE 70 QTR NE SUBDIVISIONCD 108055 SUBDIVISIONNAME CANDELAS FLG NO 1 AMD NO 1 BLOCK 05B LOT 0017 SIZE: 6568 TRACT VALUE: .151,Attached Garage,779,Attached,1,"6,568",17,5B,,0.1508,,2022,,Central and Unit,Has Fireplace,"4,311",,,IMPROVED RESID LAND,1,1,,,,,,,,,,,,,,,,,,,,
225,13728866,"$475,000",$475K,1.0,2.0,1228.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/d3f76c7b02e5c7fb8cb13828b946fe94-p_e.jpg,True,False,,False,/homedetails/5755-Lamar-St-Arvada-CO-80002/13728866_zpid/,ForSale,For Sale (Broker),False,False,False,5755 Lamar St Arvada CO 80002,https://photos.zillowstatic.com/fp/8dd1dd7033ea7ca8cc1a403da3dafc72-zillow_web_inf_14.jpg,MLS ID #6085071,Box State Properties,True,False,False,,1059139157,39.801422,-105.06766,,,,13728866,80002,Arvada,CO,39.801422,-105.06766,475000.0,,2.0,1.0,1228.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,492221.0,2706.0,True,,False,False,FOR_SALE,475000.0,,True,False,False,USD,USA,364154.0,0.3,acres,,,,,,,,,,,,,,,,,,,4.5,Jefferson County R-1 School District,1.5,1910.0,1933.0,1228.0,1228.0,13068.0,14154.0,11155.0,Jefferson County,,,,1,,Forced Air,,,,Wood,Fair,,,,Single Family,,"1,228",943,"1,228",1.5,1  1/2,SECTION 12 TOWNSHIP 03 RANGE 69 QTR SW SIZE: 13068 VALUE: .300 KEY=007,,,,1,"13,068",,,,0.3,,2022,,,Has Fireplace,,,,IMPROVED RESID LAND,1,1,,,,,,,,,,,,,,,,,,,,
226,121926698,"$799,000",$799K,5.0,5.0,3817.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/69bf8ba9c7bb904a03554de60a628a93-p_e.jpg,True,False,,False,/homedetails/17037-W-87th-Ave-Arvada-CO-80007/121926698_zpid/,ForSale,For Sale (Broker),True,False,False,17037 W 87th Ave Arvada CO 80007,https://photos.zillowstatic.com/fp/8dd1dd7033ea7ca8cc1a403da3dafc72-zillow_web_inf_14.jpg,MLS ID #8714122,Key Team Real Estate Corp.,True,False,False,,1145653158,39.85554,-105.19052,3D_HOME,3D Tour,,121926698,80007,Arvada,CO,39.85554,-105.19052,799000.0,,5.0,5.0,3817.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,808626.0,4851.0,True,,False,False,FOR_SALE,799000.0,,True,False,False,USD,USA,533563.0,5500.0,sqft,,,,,,,,,,,,,,,,,,,7.3,Jefferson County R-1 School District,2.0,2017.0,2017.0,2184.0,2184.0,5500.0,6281.0,30802.0,Jefferson County,843,,,,,Forced Air,,,,,Good,,,,Single Family,LEYDEN ROCK SUB FLG 4,"2,184","1,047","3,681",2,2,SECTION 26 TOWNSHIP 02 RANGE 70 QTR NE SUBDIVISIONCD 469983 SUBDIVISIONNAME LEYDEN ROCK SUB FLG NO 4 BLOCK 001 LOT 0048 SIZE: 5500 TRACT VALUE: .126,Attached Garage,654,Attached,1,"5,500",48,1,,0.1263,,2022,,Central and Unit,Has Fireplace,"3,027",,,IMPROVED RESID LAND,,1,,,,,,,,,,,,,,,,,,,,
