,0
publicRecordsInfo_allTaxInfo,"[{'taxableLandValue': 40227, 'taxableImprovementValue': 6929, 'rollYear': 2022, 'taxesDue': 3733.7}, {'taxableLandValue': 40227, 'taxableImprovementValue': 6929, 'rollYear': 2021, 'taxesDue': 3560.32}, {'taxableLandValue': 41384, 'taxableImprovementValue': 7129, 'rollYear': 2020, 'taxesDue': 3360.18}, {'taxableLandValue': 33748, 'taxableImprovementValue': 12005, 'rollYear': 2019, 'taxesDue': 3308.76}, {'taxableLandValue': 33748, 'taxableImprovementValue': 12005, 'rollYear': 2018, 'taxesDue': 3113.06}, {'taxableLandValue': 31680, 'taxableImprovementValue': 11426, 'rollYear': 2017, 'taxesDue': 3015.62}, {'taxableLandValue': 31680, 'taxableImprovementValue': 11426, 'rollYear': 2016, 'taxesDue': 2661.0}, {'taxableLandValue': 23323, 'taxableImprovementValue': 15387, 'rollYear': 2015, 'taxesDue': 2520.0}, {'taxableLandValue': 15044, 'taxableImprovementValue': 17679, 'rollYear': 2014, 'taxesDue': 2129.0}, {'taxableLandValue': 15044, 'taxableImprovementValue': 17679, 'rollYear': 2013, 'taxesDue': 2082.1}, {'taxableLandValue': 15044, 'taxableImprovementValue': 17679, 'rollYear': 2012, 'taxesDue': 2653.92}, {'taxableLandValue': 18626, 'taxableImprovementValue': 13054, 'rollYear': 2011, 'taxesDue': 2630.56}, {'taxableLandValue': 18626, 'taxableImprovementValue': 13054, 'rollYear': 2010, 'taxesDue': 2724.56}, {'taxableLandValue': 21650, 'taxableImprovementValue': 12060, 'rollYear': 2009, 'taxesDue': 2544.06}]"
publicRecordsInfo_addressInfo_isFMLS,False
publicRecordsInfo_addressInfo_street,4630 Sioux Dr
publicRecordsInfo_addressInfo_city,Boulder
publicRecordsInfo_addressInfo_state,CO
publicRecordsInfo_addressInfo_zip,80303
publicRecordsInfo_addressInfo_countryCode,US
publicRecordsInfo_countyUrl,/county/367/CO/Boulder-County
publicRecordsInfo_countyName,Boulder County
publicRecordsInfo_countyIsActive,True
publicRecordsInfo_sectionPreviewText,"Taxes (2022): $3,734"
propertyHistoryInfo_isHistoryStillGrowing,False
propertyHistoryInfo_hasAdminContent,False
propertyHistoryInfo_hasLoginContent,False
propertyHistoryInfo_dataSourceId,231
propertyHistoryInfo_canSeeListing,False
propertyHistoryInfo_listingIsNull,True
propertyHistoryInfo_hasPropertyHistory,True
propertyHistoryInfo_showLogoInLists,False
propertyHistoryInfo_definitions,[]
propertyHistoryInfo_displayTimeZone,US/Mountain
propertyHistoryInfo_isAdminOnlyView,False
